accession,gene_name,abundance_24,abundance_48,abundance_72,abundance_96,abundance_120
Q15417,CNN3,292622980.1,216810463.3,156979399.5,137527180.2,200985005.8
Q9NZ09,UBAP1,1512974.098,879825.8394,1560985.805,1479309.718,1358273.865
Q96G23,CERS2,41651441.74,51580686.34,53730189.35,52331974.02,49823572.86
Q9Y3E5,PTRH2,23766612.75,31259286.14,34999723.3,35521466.6,31386772.2
Q96KP1,EXOC2,21917886.02,23047066.11,22713238.75,22333870.32,22503015.3
Q969S3,ZNF622,8809044.097,11778346.18,11592764.02,11404115.32,10896067.4
Q9C0D5,TANC1,514794.0819,893677.0684,959622.5904,234858.8915,650738.158
O00748,CES2,3537114.499,4494111.337,5675035.507,5939801.728,4911515.768
P31949,S100A11,244257730.3,152835293.7,128535057.8,143953883.3,167395491.3
Q14671,PUM1,19180139.23,21653555.84,18858284.11,16677829.65,19092452.21
P28161,GSTM2,24674678.36,31915479.39,34887315.54,42372157.09,33462407.59
Q12768,KIAA0196; WASHC5,34097431.86,43977993.81,45235339.93,45680441.13,42247801.68
P11166,SLC2A1,46553036.05,56607949.03,38773769.73,24885665.16,41705104.99
Q8WVB6,CHTF18,223772.0991,731790.3306,927771.4522,813015.8944,674087.4441
O95721,SNAP29,10536015.82,9762944.904,8594307.827,8262892.613,9289040.29
Q15397,KIAA0020; PUM3,36892794.91,34109473.74,27147208.68,25374042.85,30880880.05
Q99549,MPHOSPH8,2270155.839,2958774.428,3180969.681,3269447.071,2919836.755
Q9Y4E6,WDR7,171199.9521,0,270121.31,235336.7182,169164.4951
Q9Y314,NOSIP,10197772.38,11068811.21,6801239.957,7745019.296,8953210.71
Q9H845,ACAD9,37944872.61,41758939.87,48684363.59,54357124.33,45686325.1
P09497,CLTB,35836011.32,25340678.75,17548442.53,22086636.52,25202942.28
Q96F63,CCDC97,492270.6105,396855.1705,347758.4858,342120.4172,394751.171
Q7Z4Q2,HEATR3,4569661.514,5674738.151,5280802.253,4311393.215,4959148.783
O75063,FAM20B,4408822.034,4317955.718,4195256.398,3832456.888,4188622.759
Q9C0H2,TTYH3,23480529.45,8950817.371,12994506.38,5941630.815,12841871
O00635,TRIM38,3654382.416,3114464.619,1781591.121,1821577.824,2593003.995
O75496,GMNN,1703164.859,1678263.799,0,488611.6548,967510.0782
Q86UV5,USP48,4014769.467,5058680.711,5602067.943,5309138.731,4996164.213
Q8NBP0,TTC13,1129329.374,1432551.149,1554831.277,1653939.109,1442662.727
Q9BVG4,CXorf26; PBDC1,17645731.25,22170461.06,20634524.88,20878704.96,20332355.53
P84103,SRSF3,128066505.1,145936226,150459024.1,138096179.5,140639483.7
Q12802,AKAP13,2564476.757,3204334.673,3855316.514,3553815.065,3294485.752
P61313,RPL15,358874932.3,337167372.4,298871561.2,284641138.4,319888751.1
O75151,PHF2,2193923.537,2602548.309,2622852.789,2639674.203,2514749.709
Q8NEB9,PIK3C3,7662207.793,10853415.33,11321020.53,9987875.553,9956129.802
Q86WA6,BPHL,3585521.066,3898504.205,5335986.019,5627968.357,4611994.912
Q9BWH6,RPAP1,852685.133,1790620.186,1959960.947,1671088.016,1568588.57
Q9HC38,GLOD4,33114466.48,35202530.58,38315908.72,41143105.59,36944002.84
P07992,ERCC1,1073103.158,998093.6608,933874.3983,1053021.082,1014523.075
O95139,NDUFB6,14667784.48,14899217.35,17689606.16,18230265.6,16371718.4
Q8TEX9,IPO4,12646698.71,15858926.2,15973528.01,16524825.25,15250994.54
P82912,MRPS11,4552633.353,5400337.39,5225975.884,4906231.144,5021294.443
Q9UJX5,ANAPC4,1473387.765,1217918.388,869846.471,729378.5388,1072632.791
Q99417,MYCBP,5832454.203,5037515.861,3750042.97,3863006.712,4620754.937
Q8N3V7,SYNPO,11582413.25,11997403.14,13188528.85,14807036.79,12893845.51
Q92791,LEPREL4; P3H4,38978841.27,39273276.16,37299037.41,32669776.68,37055232.88
P43686,PSMC4,133192520,118892937.6,112178511.1,119039407.7,120825844.1
P38919,EIF4A3,153115390.1,143181417.4,140582214.1,138505859.9,143846220.4
Q14738,PPP2R5D,15090451.7,17264122.01,18570012.82,17266131.61,17047679.54
Q8IXK0,PHC2,5621583.716,6442133.922,5868017.992,5649935.897,5895417.882
Q9HCN3,TMEM8A,608663.2585,944014.623,1107218.327,824569.7133,871116.4804
Q8N183,NDUFAF2,17762666.88,17987757.29,22109856.6,27880984.19,21435316.24
Q9Y613,FHOD1,9055279.716,11707626.94,11110589.69,9538755.215,10353062.89
O14558,HSPB6,47155649.26,29789481.7,22154074.11,21799939.03,30224786.03
Q15459,SF3A1,157983940.9,155167554.6,147107332.8,137748239.1,149501766.9
Q96EV2,RBM33,2804784.469,2944791.536,3007980.047,4065579.478,3205783.882
Q13772,NCOA4,1893089.204,1263667.623,510197.6574,427109.7068,1023516.048
Q969S9,GFM2,916578.7554,1277493.02,1550935.575,1841057.883,1396516.308
Q8IXM3,MRPL41,8816863.342,11012144.95,13215147.7,13160346.46,11551125.61
Q07157,TJP1,96373095.42,99387202.2,89185894.72,83938666.25,92221214.65
Q13325,IFIT5,10079972.75,12043045.69,10756150.47,8822897.844,10425516.69
P20290,BTF3,102156804.4,94239876.63,77458757.51,61914392.51,83942457.76
Q9GZT3,SLIRP,76910005.03,85470996.41,73076512.16,72262873.76,76930096.84
O95168,NDUFB4,26373614.91,33786372.48,45092449.11,49972407.96,38806211.12
O43795,MYO1B,131225343.7,131562306.6,114093220.7,114935459.3,122954082.6
P48509,CD151,4747237.625,3611468.876,3097933.776,2505355.397,3490498.919
Q9BTC0,DIDO1,9341048.729,8296394.005,7999075.287,8330733.957,8491812.995
O95071,UBR5,10374250.2,12440941.08,14769307.09,14156543.92,12935260.57
Q9H300,PARL,2389701.136,3896060.095,4883811.158,3973199.866,3785693.064
Q9BTC8,MTA3,6031191.291,6779004.213,6166360.967,6129319.75,6276469.055
Q5TFE4,NT5DC1,5612402.764,8175506.087,10142475.6,9087239.197,8254405.912
Q13641,TPBG,21349090.59,21498733.81,18564565.9,15201261.77,19153413.02
O43143,DHX15,155158647.4,173027810.7,170873331.5,176576687,168909119.2
Q9BTD8,RBM42,7736194.051,7709782.957,7472842.327,7235025.594,7538461.232
Q96PZ0,PUS7,1729084.14,1975226.879,2001521.166,1813387.407,1879804.898
O94855,SEC24D,73128406.95,109191195.3,105444828.1,100462174.5,97056651.2
Q92609,TBC1D5,7623224.826,9754659.28,10704627.75,10211995.11,9573626.742
O96000,NDUFB10,24579343.2,31121844.09,40488660.18,50308416.8,36624566.07
O76054,SEC14L2,854160.232,1656546.469,2522844.492,2922404.384,1988988.894
P16035,TIMP2,7895428.712,8209613.534,7808450.176,7354820.557,7817078.244
P09211,GSTP1,368474012.7,432317059.8,549072552,553468162.6,475832946.8
Q9NVC6,MED17,3128114.272,3589416.163,3399294.027,3195368.109,3328048.143
Q8IUX4,APOBEC3F,1382586.816,1952855.574,2777679.233,3097776.734,2302724.589
Q7LBC6,KDM3B,6255313.149,8639589.994,7965154.637,4869537.275,6932398.764
O75448,MED24,4191871.224,5148870.3,4791996.751,4600737.103,4683368.845
Q9NYG2,ZDHHC3,7295413.477,7827593.67,8173464.897,8102297.661,7849692.427
Q6UXH1,CRELD2,17079091.91,11011532.48,7718891.507,8111562.823,10980269.68
Q9H7E9,C8orf33,2942395.43,2434381.479,2653918.998,2301362.376,2583014.571
P09661,SNRPA1,40607304.65,33844826.16,33262733.04,31746440.76,34865326.15
Q8IXJ6,SIRT2,751005.7014,2578072.231,2374268.227,2127779.641,1957781.45
P37840,SNCA,2970957.895,6716179.534,8479161.975,9478649.652,6911237.264
Q14847,LASP1,204123549.9,154856270.8,137015368.6,136863374.2,158214640.8
Q9H2K8,TAOK3,3636426.017,3779511.695,4726147.881,3712252.735,3963584.582
Q9H6T3,RPAP3,12895838.66,17002664.57,17657726.78,15626707.34,15795734.34
Q9BQG0,MYBBP1A,105501618.8,108043443,97875166.5,96636182.33,102014102.7
Q14240,EIF4A2,45328995.58,61536301.11,65369836.42,71580406.32,60953884.86
O95182,NDUFA7,14282496.01,9802789.967,7027442.464,8030303.943,9785758.097
Q9HBF4,ZFYVE1,2317449.6,4383495.64,4940395.538,3192141.464,3708370.56
Q9Y4K0,LOXL2,45018030.22,27455791.82,20397664.62,13661701.24,26633296.97
Q9Y697,NFS1,17499493.88,20668823,22175427.95,23143217.13,20871740.49
P42166,TMPO,132969216.8,125693981.4,116409917.3,98890884.16,118490999.9
Q86WR0,CCDC25,5047870.853,6041724.863,4184684.054,4129033.536,4850828.326
P18124,RPL7,824968077.3,816662137.6,728198498.8,690145880.1,764993648.4
O75436,VPS26A,132737054.1,144373386.9,148098419.9,155732357.5,145235304.6
Q6R327,RICTOR,1054642.69,1469644.299,1657978.276,1619553.262,1450454.632
P22570,FDXR,45289832.43,48532564.32,63229014.52,78328526.43,58844984.43
Q96EP0,RNF31,2381256.535,3169867.113,2863296.725,3093811.72,2877058.023
P35555,FBN1,44399398.96,64526344.54,102081366,152531972.6,90884770.53
P17844,DDX5,286657425.7,317766126.1,275971419.6,251246864.2,282910458.9
O95163,IKBKAP; ELP1,12872624.41,16745165.91,15098421.11,15568066.15,15071069.4
P06737,PYGL,26277619.13,46285209.58,62016466.11,66772449.37,50337936.05
O94888,UBXN7,3930596.268,6122267.967,7274816.109,7886609.217,6303572.39
O95219,SNX4,14025311.47,18931834.65,21517381.86,21422404.28,18974233.06
P23229,ITGA6,23053307.56,23016149.5,16284288.3,12648336.58,18750520.49
O75340,PDCD6,34299755.56,48041885.4,57840159.14,54140652.66,48580613.19
Q07817,BCL2L1,4416764.463,5282913.996,4771691.297,4783698.123,4813766.97
P39880,CUX1,6392339.853,5421607.196,6296423.76,6578225.537,6172149.087
P22307,SCP2,192370854.8,184107123.1,205011077.4,199504368.5,195248355.9
Q8N543,OGFOD1,2042223.314,3455801.355,3449190.711,2996925.876,2986035.314
Q9Y5K6,CD2AP,7507384.694,10306237.07,11561453.54,10642549.99,10004406.32
Q9HAV7,GRPEL1,37767780.46,37841104.99,38861835.83,38235095.04,38176454.08
P84022,SMAD3,4060026.624,5064255.186,5021615.727,5281325.483,4856805.755
Q9Y4C8,RBM19,8391680.357,8356946.52,7451139.19,6951286.199,7787763.066
O75368,SH3BGRL,40384342.54,44084812.36,44234708.97,45758224.49,43615522.09
P55081,MFAP1,5746152.492,6397317.194,5381834.29,4645892.75,5542799.181
Q96GD0,PDXP,1640203.538,1606064.548,2235373.085,2388507.097,1967537.067
Q9UMS0,NFU1,13690430.99,20965068.76,23480117.76,26016320.32,21037984.46
O75880,SCO1,13492116.71,9206831.459,6978386.59,7937535.924,9403717.672
Q14692,BMS1,21567034.2,22632100.95,20184468.7,17045186.92,20357197.69
Q9BZ67,FRMD8,1670440.796,2313053.41,2107292.892,2161025.403,2062953.125
Q96PU4,UHRF2,3495341.617,4241347.995,3189374.717,2657919.94,3395996.067
P17535,JUND,4253342.029,5881694.412,3907161.092,3699034.128,4435307.915
O15143,ARPC1B,165409933.7,149753505.8,122415003.3,117179928.3,138689592.8
P09038,FGF2,14392288.24,11948999.61,8766111.369,7027041.516,10533610.18
Q9H936,SLC25A22,21633782.1,22532852.05,21339888.47,22888516.91,22098759.89
Q86U42,PABPN1,18125956.47,20856135.77,21887523.09,23008794.22,20969602.39
Q969Q0,RPL36AL,41930038.03,7736009.578,2069979.596,3337578.839,13768401.51
P05161,ISG15,356249277.2,438975874.7,366355013.7,245205376.7,351696385.6
Q15654,TRIP6,23347875.23,23313542.05,19277754.04,19948958.06,21472032.35
Q16539,MAPK14,13027524.89,14801667.49,16049803.46,15217442.44,14774109.57
Q9C035,TRIM5,7734306.462,6596837.242,5161432.083,4826232.975,6079702.191
P49840,GSK3A,4307294.595,5817762.976,5680417.198,5802479.048,5401988.454
Q5R3I4,TTC38,1263103.483,2179925.625,2413971.012,3116365.689,2243341.452
P37837,TALDO1,312916492,261366234.2,297013948.8,297567349.2,292216006.1
O60884,DNAJA2,58163071.16,59088710.58,62600651.92,62682185.19,60633654.71
Q14693,LPIN1,932706.4181,957413.8153,955798.5329,899362.2963,936320.2656
P15735,PHKG2,2094396.167,3114197.855,3198276.278,3123858.984,2882682.321
P10321,HLA-C,135295377.8,161316576,180733052.1,126147822.4,150873207.1
Q9UKK6,NXT1,748810.7942,1056320.975,1205632.899,1039326.104,1012522.693
Q8N5B7,CERS5,6434505.922,7262741.537,6838567.641,6285563.652,6705344.688
Q9ULH0,KIDINS220,7665257.161,7661061.67,5331474.269,5820324.522,6619529.405
Q99541,PLIN2,130625.2117,2399909.349,3946346.879,5252789.34,2932417.695
Q92508,PIEZO1,7270506.279,7967250.042,7924180.471,7165168.885,7581776.419
P13797,PLS3,356167090,351415661,330219896.3,312575609.1,337594564.1
Q13084,MRPL28,9781744.968,12182891.67,14416785.82,15359813.41,12935308.97
Q9NWT1,PAK1IP1,3702260.638,2877234.357,1748927.607,1937865.524,2566572.031
Q86X10,RALGAPB,950409.4479,1818072.024,2291483.227,2506972.359,1891734.264
Q9UKM7,MAN1B1,19172797.33,23287736.15,20449081.51,21437087.66,21086675.66
P61019,RAB2A,231899648.8,239879385.7,238125632.4,233115059.7,235754931.7
Q15075,EEA1,280784821.6,240307867.5,220434642.6,239940710.7,245367010.6
Q9P2R7,SUCLA2,85316590.39,80126504.56,81615185.28,87993915.5,83763048.93
O43809,NUDT21,83904117.31,95866101.45,96465169.4,93949526.91,92546228.77
P07954,FH,133145960.3,137730404.3,162402532.3,172115322.4,151348554.8
Q9NQT8,KIF13B,5159287.183,7904034.935,8042608.864,9035213.976,7535286.239
Q9UDY4,DNAJB4,3639452.521,4335141.279,4654295.804,4141834.751,4192681.089
Q9UQ53,MGAT4B,1097477.491,831770.9377,849568.6094,874204.0766,913255.2788
P38646,HSPA9,1059870055,1277609182,1410972277,1546294839,1323686588
Q9P2N5,RBM27,5476279.623,4410128.499,5184293.552,4027252.057,4774488.433
Q96FV2,SCRN2,1632794.906,2818072.7,4244421.083,4485633.3,3295230.497
Q9H1Y0,ATG5,3247672.73,4614788.636,5216125.921,5652558.216,4682786.376
P06733,ENO1,2056833071,2467191116,2422961086,2352826205,2324952870
Q68CR1,SEL1L3,698941.6052,1112030.354,1825785.966,1404782.933,1260385.215
Q14194,CRMP1,8129460.361,10327923.78,12629385.52,14707846.56,11448654.06
P63000,RAC1,129585439.1,144970729.3,134856475,131933996.5,135336660
Q6P161,MRPL54,6414225.527,8495758.368,9494736.203,8293864.311,8174646.102
Q9BRG1,VPS25,2562174.864,3254009.178,3799696.438,2507205.731,3030771.553
P53794,SLC5A3,1638715.987,1979416.602,1540999.675,1454193.295,1653331.39
O14646,CHD1,905522.1445,1124525.93,1068456.954,994151.9922,1023164.255
Q6RFH5,WDR74,7485425.913,7227298.612,6787891.429,6372504.182,6968280.034
Q7Z7E8,UBE2Q1,3569440.004,4786997.682,4711226.51,4710210.146,4444468.585
Q52LJ0,FAM98B,27685050.52,35403591.69,41729116.01,46620412.65,37859542.72
Q9NRW7,VPS45,20094019.81,18983317.61,20642111.13,26375675.87,21523781.11
P10809,HSPD1,1477031388,1499486557,1611510708,1807232594,1598815312
Q7Z4V5,HDGFRP2; HDGFL2,28899677.71,24826912.44,24561733.42,23873815.4,25540534.74
P07093,SERPINE2,6836254.848,5982583.965,5966151.249,5528769.909,6078439.993
P25325,MPST,30721960.49,33290375.88,41367288.7,49665843.79,38761367.21
Q9H9Y6,POLR1B,4954833.95,5166682.728,4328303.862,4279501.922,4682330.615
Q5VZE5,NAA35,24557273.55,30004885.99,28908187.01,30056896.58,28381810.78
Q9HAF1,MEAF6,2455455.396,1760680.253,1244780.465,1242334.348,1675812.615
Q9UBM7,DHCR7,47206602.81,34344612.47,37713783.95,33768373.75,38258343.25
Q969Z0,TBRG4,24189979.3,24986097.81,23143862.9,21873748.8,23548422.2
Q9UMX5,NENF,25857373.9,33283123.85,35403370.92,36073659.03,32654381.92
Q93008,USP9X,66283741.56,76747133.02,70172691.35,85638148.23,74710428.54
Q9H583,HEATR1,42944035.08,45841767.3,43386561.23,41323957.04,43374080.16
O75251,NDUFS7,24653051.48,34677188.83,44327789.47,44229539.05,36971892.21
Q96JJ3,ELMO2,10487646.2,12452909.04,13555116.51,14816338.91,12828002.67
P0DN76,U2AF1; LOC102724594; U2AF1L5,41155121.27,44991463.43,45140359.02,41795705.13,43270662.21
P30566,ADSL,29991263.93,36612680.09,35437244.04,37332061.31,34843312.34
Q9UK22,FBXO2,280474.0434,947621.1129,2710840.25,3742690.955,1920406.59
P15144,ANPEP,240895206.8,188600311,213647152.6,228028999.1,217792917.4
Q13895,BYSL,26823381.61,27447401.47,22135138.42,19752519.54,24039610.26
Q96HS1,PGAM5,47414861.98,35999668.73,31960437.66,35699072.38,37768510.19
Q9H6X2,ANTXR1,5190707.702,3840569.309,5663071.583,6496954.687,5297825.82
Q8NBW4,SLC38A9,1408530.017,1834376.661,1963610.974,1806698.28,1753303.983
Q9HCS7,XAB2,20598375.26,17029929.75,14368973.97,14115787.7,16528266.67
Q14155,ARHGEF7,6745860.704,8318013.006,8109186.53,7834781.238,7751960.369
Q9H4L4,SENP3,6693280.695,7513124.913,6739559.248,6007867.079,6738457.984
Q13219,PAPPA,0,276668.3483,1397486.06,2466991.707,1035286.529
P08574,CYC1,43601130.86,49614790.66,61596148.88,56028620.14,52710172.64
Q9NXR7,BRE; BABAM2,2916940.078,3846988.265,5175855.064,4729062.541,4167211.487
Q92560,BAP1,705797.6164,818571.6243,760839.0389,788021.8038,768307.5208
O43396,TXNL1,67261863.45,73089576.99,68739896.57,65476273.81,68641902.7
P04216,THY1,118538276.3,127621893.7,146381663.2,124170243.6,129178019.2
Q9HD42,CHMP1A,14551396.03,10431202.34,5774957.334,6160047.919,9229400.906
Q9BX68,HINT2,10656133.46,14437778.5,21333243.85,25125242.14,17888099.49
Q9BRX2,PELO,9230898.686,7823439.582,6877024.869,5921912.859,7463318.999
O75962,TRIO,29363434.57,23474573.99,23362585.31,21702463.51,24475764.34
Q9BT40,INPP5K,2582385.968,3084032.87,3841746.584,4184608.258,3423193.42
Q9NYV4,CDK12,2414680.282,2819169.231,1421305.438,2215578.606,2217683.389
Q15021,NCAPD2,23572246.19,27931406.21,22675076.45,17131181.53,22827477.59
Q05519,SRSF11,29066470.23,34031529.22,33743471.46,30472657.81,31828532.18
O95319,CELF2,1327958.621,1781882.495,1884198.768,1658698.344,1663184.557
Q96P70,IPO9,35165649.53,45606329.87,47726298.35,45952703.78,43612745.38
Q6UWP7,LCLAT1,10688439.33,12434969.77,13806260.99,14616285.26,12886488.84
P32780,GTF2H1,3886443.933,5922987.151,6788118.222,7064665.339,5915553.661
P55287,CDH11,11244230.18,7490252.004,10185319.86,11578188.2,10124497.56
Q9UPN7,PPP6R1,3323282.581,4281656.708,2005910.409,2608244.03,3054773.432
P62750,RPL23A,467664315.2,434129291,368967785.1,368552327.7,409828429.8
P00387,CYB5R3,394156406.1,454329116.7,513938338.8,516105728.7,469632397.6
Q16850,CYP51A1,53873569.95,70551973.3,54951674.67,43804496.92,55795428.71
P52272,HNRNPM,677994661.3,573832875.8,565697681,556699886.4,593556276.1
Q15645,TRIP13,10228078.49,14694692.96,13028517.62,12102310.42,12513399.87
O95602,POLR1A,10880209.57,13270834.55,12039525.27,12627219.13,12204447.13
Q96IJ6,GMPPA,18271051.09,19450715.54,17160129.45,16079156.53,17740263.15
O60502,MGEA5,11491506.75,12821480.85,12179795.14,10895617.89,11847100.16
Q99643,SDHC,4931967.32,7042992.096,8960189.799,9812263.949,7686853.291
P25116,F2R,2602295.541,3679521.104,4323767.299,3096921.831,3425626.444
Q14558,PRPSAP1,8421616.376,12743634.83,13057534.06,12205797.5,11607145.69
Q2TAY7,SMU1,41607928.73,49545653.96,45294397.66,42049171.54,44624287.97
Q9NUY8,TBC1D23,9066379.59,7110688.648,8978241.615,12344791.85,9375025.426
Q16543,CDC37,117782803.3,109272046.6,94548752.12,85432469.09,101759017.8
Q7Z406,MYH14,0,0,0,0,0
Q7Z4F1,LRP10,11673627.25,9391135.05,3494153.181,1033834.9,6398187.594
Q8N0X7,SPG20; SPART,34561012.05,39693831.35,30057243.83,23611910.92,31980999.54
Q9UKG9,CROT,4357844.984,5145812.727,7300996.359,6783587.806,5897060.469
Q96KR1,ZFR,38339518.07,29341301.69,25856476.91,26341061.55,29969589.56
P06400,RB1,11107658.89,14473796.29,11701205.11,10709151.16,11997952.86
P09110,ACAA1,17313984.54,22784489.09,25983292,29009512.15,23772819.44
P22694,PRKACB,6506815.116,4964970.204,4833537.817,3829412.536,5033683.918
Q6KC79,NIPBL,1352392.869,1547716.614,1564821.107,1476853.376,1485445.991
P40692,MLH1,885748.3273,911890.5109,965233.4006,881482.5478,911088.6966
Q9H7Z7,PTGES2,25423633.74,26787855.48,30372601.8,35539546.59,29530909.4
Q8NFH3,NUP43,15021238.26,19647691.63,20070784.22,20825244.37,18891239.62
Q9NXV6,CDKN2AIP,9157006.894,9056064.861,9363206.037,8489331.906,9016402.425
Q96RS6,NUDCD1,15308199.59,17824567.06,17625662.34,17287022.15,17011362.78
Q9Y5A9,YTHDF2,25839048.22,27921399.23,23386046.04,24728597.5,25468772.75
Q495W5,FUT11,1617029.173,1611801.855,1947986.006,1385280.331,1640524.341
Q15084,PDIA6,956947326.1,1165446727,1263091905,1200195466,1146420356
P50542,PEX5,1661473.111,2458914.347,2305650.107,2232902.16,2164734.931
Q7Z3U7,MON2,14852318.94,17413076.15,19458756.44,17554536.57,17319672.03
P02649,APOE,10515569.48,19122367.21,25481513.21,34604552.61,22431000.63
Q8N5G0,C4orf52; SMIM20,4967512.766,6244478.844,6631503.363,7699951.624,6385861.649
Q6P1X6,C8orf82,1858206.838,1793622.303,2029178.449,1995039.294,1919011.721
P14543,NID1,5548949.521,10290346.81,12773071.28,11102774.32,9928785.483
Q9NP79,VTA1,18775910.71,23670840.49,22127855.69,21509713.92,21521080.2
Q05048,CSTF1,24678894.11,27744295.09,30021928.19,29750904.66,28049005.51
Q13418,ILK,105320112.7,90876767.77,81063936.6,80481813.53,89435657.64
P40222,TXLNA,58747927.89,46901185.85,30922483.64,31251386.52,41955745.98
P25398,RPS12,176542558.5,131895405,92728393.81,96754909.89,124480316.8
Q03405,PLAUR,13233783.77,9284050.534,6757117.99,4917349.913,8548075.551
Q92598,HSPH1,280623074.8,372696137,380511440.7,338656670.5,343121830.7
P78527,PRKDC,785939232.6,823893178.9,859033620,906399277.7,843816327.3
Q15283,RASA2,431343.7971,598940.45,685950.7485,789033.1019,626317.0244
Q13023,AKAP6,332464.0015,635146.8843,871118.5163,1120336.051,739766.3634
O43676,NDUFB3,18572040.02,19927529.54,22293730.73,26419697.15,21803249.36
Q13464,ROCK1,5775705.471,6925332.435,6254222.669,7362009.753,6579317.582
Q01082,SPTBN1,755437487.3,761894712.9,758430105,720254828.5,749004283.4
O95716,RAB3D,2014427.201,3200543.838,4256871.168,3952097.591,3355984.949
P10398,ARAF,1409946.871,1521224.758,1240150.617,1230028.659,1350337.726
P28062,PSMB8,26646597.66,35780937.38,40061401.87,41260606.17,35937385.77
Q9UPY8,MAPRE3,8201135.234,6593917.739,6113721.755,6788958.792,6924433.38
Q99081,TCF12,1174038.163,1332799.175,1434594.402,1042237.501,1245917.31
Q7Z6E9,RBBP6,2553118.999,2305271.644,1934294.623,1583178.378,2093965.911
Q07092,COL16A1,3195505.474,2546253.362,3495372.397,3280786.506,3129479.435
P47756,CAPZB,189253789.7,205418680.2,211418761.5,206445188.8,203134105
P56537,EIF6,86619604.63,95142326.3,92500359.9,78618509.35,88220200.04
O75414,NME6,1305443.088,1599445.86,1931787.695,1964142.373,1700204.754
P10599,TXN,169802467.3,185704207.2,227850661.7,245816153.2,207293372.3
P04920,SLC4A2,3974021.255,2542685.629,1430779.024,1208575.144,2289015.263
Q9UHD2,TBK1,12330861.61,11988224.36,11140817.59,10551461.23,11502841.2
Q02539,HIST1H1A,7943718.068,3040732.054,1449946.815,1225829.861,3415056.7
P35611,ADD1,43145355.2,36186933.83,37862136.54,39133328.08,39081938.41
O60244,MED14,3241007.638,4316344.625,4623380.82,4616412.461,4199286.386
O60888,CUTA,18163290.8,26682003.52,31380666.86,29821164.23,26511781.35
O75083,WDR1,597832767.6,588006956.5,564886165.7,551657676.8,575595891.7
Q9Y3L3,SH3BP1,2979097.274,3407621.145,3296649.948,2089772.313,2943285.17
O75157,TSC22D2,10871437.66,8498693.261,7430554.513,6847649.599,8412083.758
Q96B54,ZNF428,698726.47,1351670.866,748923.489,211671.0901,752747.9787
P61158,ACTR3,289530107.9,293367105.3,279302382.5,279075284.3,285318720
Q9NZN4,EHD2,336473862.4,306843897.6,335973464.9,338063556.2,329338695.3
Q6PI78,TMEM65,6118533.972,6999209.139,7188378.715,7897486.391,7050902.054
P52294,KPNA1,121015504.8,130330568,127542832.4,122338564.6,125306867.5
O43847,NRD1; NRDC,42623702.35,50326504.66,49766114.9,46216892.55,47233303.62
Q8NFH4,NUP37,13549831.95,17285047.08,16322621.55,17161815.62,16079829.05
Q5SSJ5,HP1BP3,162243505.9,122326658,130461158.9,139721083.4,138688101.5
P30876,POLR2B,38049997.94,42109769.3,44813666.93,44022275.5,42248927.42
Q6UXN9,WDR82,24791462.02,22858920.46,19180336.71,21556623.94,22096835.79
P15260,IFNGR1,2609669.828,2115498.471,1047752.415,678242.4632,1612790.794
Q14563,SEMA3A,1685414.279,2270094.801,2349833.35,2510063.741,2203851.543
Q9BXY0,MAK16,9844525.422,10598877.44,11544050.06,10721914.42,10677341.84
Q9NVE7,PANK4,5558845.908,7610187.488,9062810.842,8968976.93,7800205.292
Q9Y3A4,RRP7A,10090287.74,9837496.286,8690726.547,8276311.711,9223705.572
P42574,CASP3,11180508.04,6197975.387,5205409.686,5893444.754,7119334.468
Q99575,POP1,27837203.77,21607253.83,18683289.39,16867531.94,21248819.73
Q9P016,THYN1,8892728.567,11943309.34,15280351.16,17920856.4,13509311.37
Q8WX93,PALLD,175337200.6,118273822.1,109100634.4,115465089.6,129544186.7
Q8N1G4,LRRC47,53690375.11,67877864.52,62912934.96,64190893.82,62168017.1
Q6YHK3,CD109,51258380.23,60923718.06,81156697.21,88427100.18,70441473.92
Q9UGV2,NDRG3,13982980.75,20747732.55,18690761.53,17061260.33,17620683.79
Q9Y6M5,SLC30A1,11909560.91,13501329.14,9355298.476,10223686.5,11247468.75
Q9UI30,TRMT112,11422122.41,15381833.74,14038643.18,12801288.63,13410971.99
O43290,SART1,25625078.33,24715770.1,21731614.44,20741567.99,23203507.72
P36551,CPOX,49077792.05,59352995.08,62729059.92,63376129.84,58633994.22
Q13442,PDAP1,52293379.17,46953642.25,43173463.35,42045237.55,46116430.58
O43852,CALU,1246899417,1265051524,1328329378,1354049440,1298582440
P52788,SMS,32620967.68,33010462.26,34385351.8,34716657.68,33683359.85
Q14152,EIF3A,414375278.4,422560835.9,389816507,363470906.9,397555882
P36915,GNL1,11867359.77,18813737.67,23501365.51,23585154.84,19441904.45
O43665,RGS10,8458310.374,7945723.331,7625310.624,7290810.177,7830038.626
O95571,ETHE1,35327456.69,36476998.86,39158901.85,41895149.34,38214626.68
P78330,PSPH,7476621.369,7873679.783,8397385.435,9644140.13,8347956.679
Q6P1L8,MRPL14,12589074.94,12814514.36,12266422.3,12092730.83,12440685.61
O95167,NDUFA3,9224572.828,15522573.39,18154329.08,18552359.75,15363458.76
P40925,MDH1,176158153,243165249.2,266931231.5,274442648.3,240174320.5
Q08AF3,SLFN5,14712969.12,12001275.56,12110803.47,10204266.87,12257328.75
P43378,PTPN9,11288846.47,12359495.33,12228200.23,12462754.07,12084824.03
