#node1	node2	node1_accession	node2_accession	onset_condition	terminus_condition	onset	terminus	type	confidence_score_3	confidence_score_8	confidence_score_12	confidence_score_18	confidence_score_24	cluster	abundance_3	abundance_8	abundance_12	abundance_18	abundance_24
SYT1	MAP1B	P21707	P15205			Inf	Inf	STRING	0.05	0.05	0.05	0.05	0.05						
SYT1	CHGB	P21707	O35314			Inf	Inf	STRING	0.857	0.857	0.857	0.857	0.857						
ATP5C1	ATP5O	P35435	Q06647			Inf	Inf	STRING	0.857	0.857	0.857	0.857	0.857						
ATP5C1	ATP5B	P35435	P10719			Inf	Inf	STRING	0.97	0.97	0.97	0.97	0.97						
ATP5C1	ATP5H	P35435	P31399			Inf	Inf	STRING	0.654	0.654	0.654	0.654	0.654						
ATP5C1	ATP5A1	P35435	P15999			Inf	Inf	STRING	0.969	0.969	0.969	0.969	0.969						
ATP5C1	ACLY	P35435	P16638			Inf	Inf	STRING	0.05	0.05	0.05	0.05	0.05						
ATP5C1	TECR	P35435	Q64232			Inf	Inf	STRING	0.65	0.65	0.65	0.65	0.65						
ATP5C1	ATP1A1	P35435	P06685			Inf	Inf	STRING	0.709	0.709	0.709	0.709	0.709						
GPAM	ACSL5	P97564	O88813			Inf	Inf	STRING	0.08	0.08	0.08	0.08	0.08						
NF1	VCP	P97526	P46462			Inf	Inf	STRING	0.512	0.512	0.512	0.512	0.512						
RPL6	RPL7	P21533	P05426			Inf	Inf	STRING	0.45	0.45	0.45	0.45	0.45						
RPL6	RPL4	P21533	P50878			Inf	Inf	STRING	0.614	0.614	0.614	0.614	0.614						
RPL6	RPL13	P21533	P41123			Inf	Inf	STRING	0.494	0.494	0.494	0.494	0.494						
RPL6	RPL18	P21533	P12001			Inf	Inf	STRING	0.613	0.613	0.613	0.613	0.613						
ATP6V0A1	ATP5O	P25286	Q06647			Inf	Inf	STRING	0.792	0.792	0.792	0.792	0.792						
ATP6V0A1	COPB1	P25286	P23514			Inf	Inf	STRING	0.15	0.15	0.15	0.15	0.15						
ATP6V0A1	ATP5A1	P25286	P15999			Inf	Inf	STRING	0.068	0.068	0.068	0.068	0.068						
EXOC7	MYO1D	O54922	Q63357			Inf	Inf	STRING	0.145	0.145	0.145	0.145	0.145						
EXOC7	VPS45	O54922	O08700			Inf	Inf	STRING	0.078	0.078	0.078	0.078	0.078						
EXOC7	MYO1C	O54922	Q63355			Inf	Inf	STRING	0.145	0.145	0.145	0.145	0.145						
EXOC7	SCFD1	O54922	Q62991			Inf	Inf	STRING	0.078	0.078	0.078	0.078	0.078						
EIF3A	MYO1D	Q1JU68	Q63357			Inf	Inf	STRING	0.114	0.114	0.114	0.114	0.114						
EIF3A	RPL4	Q1JU68	P50878			Inf	Inf	STRING	0.423	0.423	0.423	0.423	0.423						
EIF3A	TCP1	Q1JU68	P28480			Inf	Inf	STRING	0.052	0.052	0.052	0.052	0.052						
ATP2B2	ATP2A2	P11506	P11507			Inf	Inf	STRING	0.219	0.219	0.219	0.219	0.219						
ATP7A	MTOR	P70705	P42346			Inf	Inf	STRING	0.073	0.073	0.073	0.073	0.073						
NEDD4	MTOR	Q62940	P42346			Inf	Inf	STRING	0.228	0.228	0.228	0.228	0.228						
NEDD4	UBA1	Q62940	Q5U300			Inf	Inf	STRING	0.085	0.085	0.085	0.085	0.085						
ATP5F1	ATP5O	P19511	Q06647			Inf	Inf	STRING	0.824	0.824	0.824	0.824	0.824						
ATP5F1	ATP5B	P19511	P10719			Inf	Inf	STRING	0.857	0.857	0.857	0.857	0.857						
ATP5F1	ATP5H	P19511	P31399			Inf	Inf	STRING	0.738	0.738	0.738	0.738	0.738						
ATP5F1	ATP5A1	P19511	P15999			Inf	Inf	STRING	0.792	0.792	0.792	0.792	0.792						
ATP5F1	ATP5C1	P19511	P35435			Inf	Inf	STRING	0.857	0.857	0.857	0.857	0.857						
ATP5F1	ATP6V0A1	P19511	P25286			Inf	Inf	STRING	0.044	0.044	0.044	0.044	0.044						
RPN1	CLTC	P07153	P11442			Inf	Inf	STRING	0.173	0.173	0.173	0.173	0.173						
RPN1	RPL7	P07153	P05426			Inf	Inf	STRING	0.448	0.448	0.448	0.448	0.448						
RPN1	RPL4	P07153	P50878			Inf	Inf	STRING	0.612	0.612	0.612	0.612	0.612						
RPN1	RPL13	P07153	P41123			Inf	Inf	STRING	0.654	0.654	0.654	0.654	0.654						
RPN1	RPL18	P07153	P12001			Inf	Inf	STRING	0.635	0.635	0.635	0.635	0.635						
RPN1	RPL6	P07153	P21533			Inf	Inf	STRING	0.428	0.428	0.428	0.428	0.428						
GNAS	GNAI2	Q63803	P04897			Inf	Inf	STRING	0.086	0.086	0.086	0.086	0.086						
GNAS	GNAO1	Q63803	P59215			Inf	Inf	STRING	0.086	0.086	0.086	0.086	0.086						
DYNC1H1	VCP	P38650	P46462			Inf	Inf	STRING	0.044	0.044	0.044	0.044	0.044						
DYNC1H1	ATP7A	P38650	P70705			Inf	Inf	STRING	0.422	0.422	0.422	0.422	0.422						
AP2B1	CLTC	P62944	P11442			Inf	Inf	STRING	0.53	0.53	0.53	0.53	0.53						
AP2B1	COPG	P62944	Q4AEF8			Inf	Inf	STRING	0.419	0.419	0.419	0.419	0.419						
AP2B1	UBA1	P62944	Q5U300			Inf	Inf	STRING	0.495	0.495	0.495	0.495	0.495						
AP2B1	DNM1	P62944	P21575			Inf	Inf	STRING	0.433	0.433	0.433	0.433	0.433						
