#node1	node2	node1_accession	node2_accession	onset	terminus	type	confidence_score_24	confidence_score_48	confidence_score_72	confidence_score_96	confidence_score_120	cluster	abundance_24	abundance_48	abundance_72	abundance_96	abundance_120
UL37	IMMT	P16778	Q16891	24	144	Provided	1	1	1	1	1	2	504183.2062	1143901.956	618702.3594	780480.4371	388410.4423
UL13	IMMT	P16755	Q16891	24	144	Provided	0.98	0.84	1	1	1	2	32709.8084	69782.6875	51253.7703	57357.24699	60699.1071
UL37	RARS2	P16778	Q5T160	72	144	Provided	0	0.61	0.96	0.95	0.91	1	7646.513192	8505.750403	8283.34581	7599.689504	6341.454178
UL13	RARS2	P16755	Q5T160	72	96	Provided	0.33	0.3	0.91	0.39	0.88	2	3953.525971	4187.531466	3807.278825	5328.724795	4667.093318
UL13	RARS2	P16755	Q5T160	120	144	Provided	0.33	0.3	0.91	0.39	0.88	2	3953.525971	4187.531466	3807.278825	5328.724795	4667.093318
UL37	YME1L1	P16778	Q96TA2	72	144	Provided	0.65	0.64	0.85	0.99	1	3	53316.68755	106718.4116	63195.94072	53526.31428	35303.78476
UL37	GK	P16778	P32189	72	96	Provided	0.46	0.46	0.98	0.43	1	1	90788.71888	76031.997	71756.97009	68225.73413	45252.26585
UL37	GK	P16778	P32189	120	144	Provided	0.46	0.46	0.98	0.43	1	1	90788.71888	76031.997	71756.97009	68225.73413	45252.26585
UL37	BAX	P16778	Q07812	24	144	Provided	1	1	1	1	1	2	1605662.881	1803345.398	1751506.476	2291182.73	1439758.522
UL13	CKAP4	P16755	Q07065	72	144	Provided	0.58	0.29	1	1	1	2	109771.4826	144656.4441	103354.8486	93897.38232	108314.3389
UL13	SQSTM1	P16755	Q13501	24	144	Provided	0.99	1	1	0.95	0.96	4	50858.32911	63895.76832	36491.81149	18304.4531	16673.01313
UL13	RAB3B	P16755	P20337	72	96	Provided	0.32	0.03	0.99	0.42	0.78	3	42333.21978	60081.73523	27622.00855	18696.87013	27774.64518
UL13	RTN4	P16755	Q9NQC3	120	144	Provided	0.09	0.25	0.38	0.65	0.94	4	66612.31278	71375.84797	33827.29526	22551.76672	37979.86954
UL13	CNST	P16755	Q6PJW8	48	144	Provided	0.52	0.93	0.98	0.97	0.94	3	35264.66912	56523.49277	30528.79877	31686.54784	25758.62589
UL13	SDF4	P16755	Q9BRK5	24	48	Provided	0.81	0.51	0.86	0.96	0.99	2	36064.5525	53712.40424	64896.45686	68620.89202	84567.57039
UL13	SDF4	P16755	Q9BRK5	72	144	Provided	0.81	0.51	0.86	0.96	0.99	2	36064.5525	53712.40424	64896.45686	68620.89202	84567.57039
UL13	ATP2A2	P16755	P16615	72	96	Provided	0.28	0.38	0.98	0.4	0.83	4	19387.54325	9194.654001	19414.49793	6538.10755	7387.046346
UL13	ATP2A2	P16755	P16615	120	144	Provided	0.28	0.38	0.98	0.4	0.83	4	19387.54325	9194.654001	19414.49793	6538.10755	7387.046346
UL13	RAB5C	P16755	P51148	120	144	Provided	0.11	0.42	0.79	0.79	0.91	4	31544.02392	34693.20623	22089.97833	18411.67281	21862.67762
UL13	SEC22B	P16755	O75396	72	120	Provided	0	0.38	0.87	0.92	0.56	3	5777.193727	10447.97425	4441.002999	6352.674265	5322.278181
UL13	HSPA5	P16755	P11021	96	120	Provided	0.39	0.01	0.48	0.92	0.68	1	2198926.164	3260461.983	3782131.707	6704448.475	4817908.963
UL13	RCN2	P16755	Q14257	24	144	Provided	0.95	0.98	1	1	0.99	2	723738.4875	1261595.879	1205619.04	994225.7791	1332692.695
UL13	RCN3	P16755	Q96D15	48	120	Provided	0.7	0.81	1	0.99	0.55	2	478440.8191	613888.7634	489141.1753	341893.1684	398525.2533
UL13	MX1	P16755	P20591	72	144	Provided	0.1	0.46	1	1	0.97	4	46677.37711	57020.49671	33663.13615	24798.96912	22583.01411
UL13	DNAJB11	P16755	Q9UBS4	72	120	Provided	0.04	0	0.98	1	0.6	2	96897.24117	129671.1236	82899.83061	112773.622	106074.705
UL13	HSP90B1	P16755	P14625	72	144	Provided	0.14	0.24	0.98	1	0.97	2	70926.04154	94848.46905	60123.68157	65335.35844	96700.30766
UL13	VCP	P16755	P55072	72	144	Provided	0	0.01	0.98	0.99	0.87	3	24616.1572	38669.28264	14985.41126	21133.27229	21457.95868
UL13	BAG2	P16755	O95816	24	144	Provided	1	0.99	0.99	0.97	0.99	4	376090.3772	403494.3071	191880.3245	165418.9076	135603.5503
UL13	RPLP0	P16755	P05388	120	144	Provided	0	0	0.32	0.04	0.98	2	36132.15501	26918.56117	36977.19613	34270.50474	41903.61949
UL13	DKK3	P16755	Q9UBP4	48	144	Provided	0.47	0.86	0.99	0.98	0.99	1	15088.98685	14072.85777	45242.42881	45109.04553	42278.78873
UL13	MYH14	P16755	Q7Z406	96	144	Provided	0	0.05	0.38	0.97	0.86	3	1962.490408	7744.712781	1831.584906	3828.409471	3892.980848
UL13	DDOST	P16755	P39656	96	120	Provided	0	0.03	0.67	0.9	0.04	3	25049.17771	43517.58823	24845.99061	27927.94406	27161.33882
UL13	PRMT5	P16755	O14744	24	144	Provided	0.85	0.86	0.99	0.98	0.97	2	40970.06757	39122.48927	45528.03215	43905.99294	48653.24727
UL13	CALR	P16755	P27797	96	144	Provided	0.3	0.13	0.61	0.91	0.83	3	41269.9091	69713.30928	37989.8235	22376.76591	57622.67511
UL13	TMEM33	P16755	P57088	72	120	Provided	0.56	0.13	0.95	0.96	0.71	2	7745.203656	13060.76342	13927.69576	12883.40403	12450.91374
UL13	SPTLC1	P16755	O15269	72	96	Provided	0.47	0	0.95	0.7	0.95	2	16308.84365	23236.60915	17541.42333	13518.16819	15998.15364
UL13	SPTLC1	P16755	O15269	120	144	Provided	0.47	0	0.95	0.7	0.95	2	16308.84365	23236.60915	17541.42333	13518.16819	15998.15364
UL13	FAF2	P16755	Q96CS3	96	144	Provided	0.43	0.3	0.73	0.82	0.96	2	6976.830705	12177.34866	9763.366493	12197.05704	9103.229921
UL13	RAB34	P16755	Q9BZG1	96	120	Provided	0.21	0.41	0.33	0.93	0.57	3	7426.36733	11349.51934	5043.950618	7374.021304	6802.991493
UL13	NUCB1	P16755	Q02818	72	144	Provided	0	0.12	0.98	0.97	1	1	4308.48666	15662.81002	17080.3598	33388.90682	27337.08317
UL13	ERGIC1	P16755	Q969X5	96	144	Provided	0.05	0.19	0.18	0.92	0.91	2	17394.80838	23192.3894	13901.44485	22672.91876	17172.72411
UL13	P4HA1	P16755	P13674	72	144	Provided	0.11	0.22	0.91	0.86	0.94	4	10900.82517	6235.843841	4577.614859	4163.452719	4479.82082
UL13	PLOD1	P16755	Q02809	72	144	Provided	0.54	0.36	0.92	0.95	0.87	2	6155.850845	6876.590548	4833.723961	5388.004849	4541.87919
UL13	STT3A	P16755	P46977	72	96	Provided	0.35	0.2	0.91	0.54	0.24	2	4681.18847	11846.76494	9034.740723	10520.01338	12169.17674
UL13	RPL9	P16755	P32969	96	144	Provided	0.25	0	0.35	0.9	0.91	4	18640.00978	7171.470441	7102.685293	4810.647271	7980.250849
UL13	DNAJB9	P16755	Q9UBS3	96	120	Provided	0.67	0.44	0.75	0.92	0.79	4	12021.54149	12410.41701	8435.767328	5754.709999	4370.139955
UL13	SDF2L1	P16755	Q9HCN8	96	120	Provided	0.43	0	0.24	0.9	0.78	3	4649.966112	6197.851017	4243.283646	4171.356692	3172.394063
UL13	ARL1	P16755	P40616	120	144	Provided	0	0.07	0	0.79	0.91	3	9111.665179	14493.92911	7782.438151	7142.949061	7120.117298
UL13	KDELR1	P16755	P24390	72	96	Provided	0.41	0.02	0.9	0.4	0.95	4	11285.19877	4309.350776	2814.373871	1895.307136	5125.352846
UL13	KDELR1	P16755	P24390	120	144	Provided	0.41	0.02	0.9	0.4	0.95	4	11285.19877	4309.350776	2814.373871	1895.307136	5125.352846
UL13	PLOD3	P16755	O60568	96	120	Provided	0.73	0	0.65	0.92	0.58	2	3334.346926	2326.500908	2762.488967	2485.465454	2755.256079
UL13	LPCAT1	P16755	Q8NF37	96	120	Provided	0	0.42	0.4	0.96	0.73	2	2116.712464	4028.747882	3307.387405	4469.097937	3108.383484
UL13	SEL1L	P16755	Q9UBV2	120	144	Provided	0	0	0	0.7	0.91	1	2819.926655	6516.062836	10347.08637	14499.94943	15744.35611
UL13	APOE	P16755	P02649	120	144	Provided	0	0.33	0	0	0.98	1	2889.431831	20753.39095	10165.53848	27673.31161	39986.82429
UL13	TOR4A	P16755	Q9NXH8	72	96	Provided	0.46	0	0.92	0.72	0	4	4184.9407	5176.54101	2909.019231	3238.103662	2313.104985
UL13	NUCB2	P16755	P80303	120	144	Provided	0	0	0.34	0.22	0.92	1	1839.716696	6243.015083	11900.09982	20057.58702	18214.43082
UL13	KANK2	P16755	Q63ZY3	24	144	Provided	0.92	0.91	0.89	1	0.95	4	17053.56084	14372.54383	9573.32713	8565.323005	7122.693813
UL13	PPP1CC	P16755	P36873	24	144	Provided	1	1	1	1	1	3	18886.48586	32439.97119	19626.28664	19587.17201	17758.72458
UL13	SFXN3	P16755	Q9BWM7	72	120	Provided	0	0	0.96	0.98	0.1	2	79398.39087	113544.7181	95382.37143	147560.2779	130213.6114
UL13	HSPA9	P16755	P38646	96	120	Provided	0	0	0.78	0.9	0.69	3	43589.87497	105123.5612	55321.19556	70149.06864	65149.81636
UL13	GSTP1	P16755	P09211	72	96	Provided	0.02	0.68	0.86	0.45	0.98	3	25605.4953	83601.96956	19485.27785	30388.84044	34939.68103
UL13	GSTP1	P16755	P09211	120	144	Provided	0.02	0.68	0.86	0.45	0.98	3	25605.4953	83601.96956	19485.27785	30388.84044	34939.68103
UL13	UQCRFS1	P16755	P47985	96	120	Provided	0.3	0.11	0.51	0.91	0.63	3	16750.98371	26811.99066	9879.339454	19113.44063	11908.86497
UL13	UBA1	P16755	P22314	96	120	Provided	0.07	0.74	0.15	0.9	0.77	4	15727.32577	10199.16895	4304.492563	4933.804424	4359.662977
UL13	PRDX5	P16755	P30044	120	144	Provided	0.01	0.61	0	0	0.92	3	3828.29384	12817.28893	5948.513858	5474.661313	9030.53418
UL13	PFDN2	P16755	Q9UHV9	24	48	Provided	0.82	0.19	0.9	0.91	0.9	4	5988.962623	5139.103896	3524.577352	4540.737615	3564.44131
UL13	PFDN2	P16755	Q9UHV9	72	144	Provided	0.82	0.19	0.9	0.91	0.9	4	5988.962623	5139.103896	3524.577352	4540.737615	3564.44131
UL13	ERBB2IP	P16755	Q96RT1	24	144	Provided	1	1	1	1	1	3	389289.5678	752369.5445	485660.1632	469784.3875	425090.6216
UL13	MYO1C	P16755	O00159	24	48	Provided	0.89	0.46	1	1	1	2	189201.8074	175628.9091	290011.116	223167.8522	224246.1628
UL13	MYO1C	P16755	O00159	72	144	Provided	0.89	0.46	1	1	1	2	189201.8074	175628.9091	290011.116	223167.8522	224246.1628
UL13	CTNND1	P16755	O60716	24	144	Provided	1	1	1	1	1	4	286953.7928	280085.9555	121618.6164	192888.5014	164526.8282
UL13	SCRIB	P16755	Q14160	24	144	Provided	1	1	0.99	1	1	2	76905.70778	180584.977	139382.4163	196129.8369	151130.7942
UL13	CTNNA1	P16755	P35221	24	72	Provided	1	0.94	0.65	1	1	4	85100.75725	72534.97632	35405.39388	55740.44366	43521.3016
UL13	CTNNA1	P16755	P35221	96	144	Provided	1	0.94	0.65	1	1	4	85100.75725	72534.97632	35405.39388	55740.44366	43521.3016
UL13	CTNNB1	P16755	P35222	24	72	Provided	1	0.86	0.71	1	1	4	57879.38653	54136.84081	26817.13408	44061.05792	39280.78093
UL13	CTNNB1	P16755	P35222	96	144	Provided	1	0.86	0.71	1	1	4	57879.38653	54136.84081	26817.13408	44061.05792	39280.78093
UL13	LMO7	P16755	Q8WWI1	72	120	Provided	0.75	0.48	0.88	0.99	0.41	4	59904.53616	60489.89961	24753.02882	28698.08843	21249.33218
UL13	FLNB	P16755	O75369	96	120	Provided	0	0	0.72	1	0.35	3	17938.06405	25591.12356	14867.0763	17772.9103	15926.13212
UL13	IQGAP1	P16755	P46940	72	144	Provided	0.24	0.07	0.99	1	0.99	4	35491.87164	25711.64884	14333.19954	13629.31403	14707.48405
UL13	VCL	P16755	P18206	120	144	Provided	0	0.15	0.17	0.32	0.91	3	30740.31549	131956.5474	48572.69621	31267.57497	50339.16355
UL13	TFRC	P16755	P02786	24	48	Provided	0.83	0.55	0.55	1	0.99	3	47644.98468	71789.28689	43842.1106	50609.23467	37315.07874
UL13	TFRC	P16755	P02786	96	144	Provided	0.83	0.55	0.55	1	0.99	3	47644.98468	71789.28689	43842.1106	50609.23467	37315.07874
UL13	MYO1B	P16755	O43795	24	144	Provided	0.99	0.8	1	1	0.97	2	31328.04838	35223.71394	31290.43899	27450.65711	23149.00303
UL13	CAPN1	P16755	P07384	120	144	Provided	0	0.07	0	0.03	0.9	3	21932.64382	87299.73704	35517.80841	24912.62262	42037.17223
UL13	CDH2	P16755	P19022	24	72	Provided	1	0.98	0.45	0.98	0.99	4	56011.74138	60472.59902	24298.43391	34251.44749	31875.50489
UL13	CDH2	P16755	P19022	96	144	Provided	1	0.98	0.45	0.98	0.99	4	56011.74138	60472.59902	24298.43391	34251.44749	31875.50489
UL13	RAB18	P16755	Q9NP72	72	120	Provided	0.47	0.19	0.97	0.94	0.69	3	23094.3808	38922.26136	16016.63219	15657.21452	13631.1967
UL13	CAPN2	P16755	P17655	72	144	Provided	0.1	0.21	0.95	0.88	0.94	4	35786.25411	24930.5781	14023.20344	9825.474835	11290.43056
UL13	CTTN	P16755	Q14247	96	144	Provided	0	0.01	0.17	0.97	0.94	3	22122.44759	29870.58257	17451.36453	13954.73589	15066.49204
UL13	PPP2R1A	P16755	P30153	96	144	Provided	0.01	0	0.23	0.96	0.97	3	14923.43578	24595.82079	66431.27009	20887.69784	23835.77525
UL13	CAMK2D	P16755	Q13557	72	144	Provided	0.39	0.78	0.94	0.8	0.93	3	31286.00695	42409.57223	28505.53238	19262.34231	18823.2982
UL13	RAP1B	P16755	P61224	72	96	Provided	0	0.03	0.81	0	0.91	4	13930.62975	10177.25805	4374.00465	4455.597863	7380.929651
UL13	RAP1B	P16755	P61224	120	144	Provided	0	0.03	0.81	0	0.91	4	13930.62975	10177.25805	4374.00465	4455.597863	7380.929651
UL13	CAP1	P16755	Q01518	72	96	Provided	0.35	0.64	0.89	0.77	0.96	3	5812.156255	19810.11584	6491.253391	6819.628359	11736.52309
UL13	CAP1	P16755	Q01518	120	144	Provided	0.35	0.64	0.89	0.77	0.96	3	5812.156255	19810.11584	6491.253391	6819.628359	11736.52309
UL13	CDC42	P16755	P60953	48	96	Provided	0.36	0.91	0.8	0.47	0.92	3	7643.525301	14715.88669	4193.900093	4067.178654	5586.647506
UL13	CDC42	P16755	P60953	120	144	Provided	0.36	0.91	0.8	0.47	0.92	3	7643.525301	14715.88669	4193.900093	4067.178654	5586.647506
UL13	DNAJB4	P16755	Q9UDY4	24	48	Provided	0.96	0.37	0.71	0.74	0.79	4	6272.664319	3591.373415	1239.479064	1440.986638	1337.514909
UL13	IFITM3	P16755	Q01628	72	144	Provided	0.79	0	0.96	0.96	0.84	2	3229.807078	9152.886935	7929.4125	8144.666448	10579.31079
UL13	CEACAM6	P16755	P40199	48	72	Provided	0	0.92	0.7	0	0.91	3	2845.507468	18681.99213	4966.457959	3182.201742	6041.440278
UL13	CEACAM6	P16755	P40199	120	144	Provided	0	0.92	0.7	0	0.91	3	2845.507468	18681.99213	4966.457959	3182.201742	6041.440278
UL13	ORFL147C	P16755	ORFL147C	72	96	Provided	0	0.25	0.98	0.77	0.59	1	1731.28261	20360.37695	40519.15603	54818.63751	50913.92051
UL13	UL97	P16755	P16788	120	144	Provided	0.47	0.46	0.7	0.7	0.98	1	11682.9847	16219.1751	42473.6476	71941.15966	96548.30908
UL13	UL102	P16755	F5HIG1	120	144	Provided	0	0	0.01	0.42	0.96	2	7955.965112	21096.45714	17982.71106	25857.88626	21004.09658
UL13	UL105	P16755	F5HEN8	96	120	Provided	0	0	0	0.91	0.24	3	3488.140987	41073.73457	14897.61309	11239.89512	13328.82705
ATP5D	UQCRC1	P30049	P31930	Inf	Inf	STRING	0.261	0.261	0.261	0.261	0.261						
RAP1B	VCL	P61224	P18206	Inf	Inf	STRING	0.08	0.08	0.08	0.08	0.08						
LRPPRC	C1QBP	P42704	Q07021	Inf	Inf	STRING	0.227	0.227	0.227	0.227	0.227						
CHCHD3	MTX2	Q9NX63	O75431	Inf	Inf	STRING	0.806	0.806	0.806	0.806	0.806						
SDHA	UQCRC1	P31040	P31930	Inf	Inf	STRING	0.042	0.042	0.042	0.042	0.042						
SDHA	SLC25A11	P31040	Q02978	Inf	Inf	STRING	0.081	0.081	0.081	0.081	0.081						
SDHA	DNAJA3	P31040	Q96EY1	Inf	Inf	STRING	0.403	0.403	0.403	0.403	0.403						
NDUFA9	UQCRC1	Q16795	P31930	Inf	Inf	STRING	0.845	0.845	0.845	0.845	0.845						
NDUFA9	DNAJA3	Q16795	Q96EY1	Inf	Inf	STRING	0.379	0.379	0.379	0.379	0.379						
IQGAP1	RAP1B	P46940	P61224	Inf	Inf	STRING	0.185	0.185	0.185	0.185	0.185						
IQGAP1	NDUFA9	P46940	Q16795	Inf	Inf	STRING	0.4	0.4	0.4	0.4	0.4						
CDH2	VCL	P19022	P18206	Inf	Inf	STRING	0.081	0.081	0.081	0.081	0.081						
CDH2	IQGAP1	P19022	P46940	Inf	Inf	STRING	0.305	0.305	0.305	0.305	0.305						
LPCAT1	RAP1B	Q8NF37	P61224	Inf	Inf	STRING	0.08	0.08	0.08	0.08	0.08						
LPCAT1	FAF2	Q8NF37	Q96CS3	Inf	Inf	STRING	0.395	0.395	0.395	0.395	0.395						
HK2	GLUD1	P52789	P00367	Inf	Inf	STRING	0.157	0.157	0.157	0.157	0.157						
HSPA9	UQCRC1	P38646	P31930	Inf	Inf	STRING	0.05	0.05	0.05	0.05	0.05						
HSPA9	VCL	P38646	P18206	Inf	Inf	STRING	0.14	0.14	0.14	0.14	0.14						
HSPA9	C1QBP	P38646	Q07021	Inf	Inf	STRING	0.227	0.227	0.227	0.227	0.227						
HSPA9	DNAJB9	P38646	Q9UBS3	Inf	Inf	STRING	0.194	0.194	0.194	0.194	0.194						
HSPA9	DNAJA3	P38646	Q96EY1	Inf	Inf	STRING	0.613	0.613	0.613	0.613	0.613						
HSPA9	SDHA	P38646	P31040	Inf	Inf	STRING	0.459	0.459	0.459	0.459	0.459						
HSPA9	HK2	P38646	P52789	Inf	Inf	STRING	0.128	0.128	0.128	0.128	0.128						
HSP90B1	DNAJB9	P14625	Q9UBS3	Inf	Inf	STRING	0.186	0.186	0.186	0.186	0.186						
HSP90B1	FAF2	P14625	Q96CS3	Inf	Inf	STRING	0.86	0.86	0.86	0.86	0.86						
HSP90B1	DNAJA3	P14625	Q96EY1	Inf	Inf	STRING	0.159	0.159	0.159	0.159	0.159						
HSP90B1	HSPA9	P14625	P38646	Inf	Inf	STRING	0.542	0.542	0.542	0.542	0.542						
ATP5H	ATP5D	O75947	P30049	Inf	Inf	STRING	0.968	0.968	0.968	0.968	0.968						
ATP5H	SDHA	O75947	P31040	Inf	Inf	STRING	0.043	0.043	0.043	0.043	0.043						
CTNNA1	VCL	P35221	P18206	Inf	Inf	STRING	0.974	0.974	0.974	0.974	0.974						
CTNNA1	RAP1B	P35221	P61224	Inf	Inf	STRING	0.08	0.08	0.08	0.08	0.08						
CTNNA1	CDH2	P35221	P19022	Inf	Inf	STRING	0.825	0.825	0.825	0.825	0.825						
UQCRFS1	UQCRC1	P47985	P31930	Inf	Inf	STRING	0.999	0.999	0.999	0.999	0.999						
UQCRFS1	ATP5D	P47985	P30049	Inf	Inf	STRING	0.25	0.25	0.25	0.25	0.25						
UQCRFS1	SDHA	P47985	P31040	Inf	Inf	STRING	0.432	0.432	0.432	0.432	0.432						
UQCRFS1	NDUFA9	P47985	Q16795	Inf	Inf	STRING	0.971	0.971	0.971	0.971	0.971						
UQCRFS1	HSPA9	P47985	P38646	Inf	Inf	STRING	0.13	0.13	0.13	0.13	0.13						
CYB5B	UQCRFS1	O43169	P47985	Inf	Inf	STRING	0.416	0.416	0.416	0.416	0.416						
GPD2	GLUD1	P43304	P00367	Inf	Inf	STRING	0.195	0.195	0.195	0.195	0.195						
UQCRH	UQCRC1	P07919	P31930	Inf	Inf	STRING	0.989	0.989	0.989	0.989	0.989						
UQCRH	SDHA	P07919	P31040	Inf	Inf	STRING	0.05	0.05	0.05	0.05	0.05						
UQCRH	NDUFA9	P07919	Q16795	Inf	Inf	STRING	0.829	0.829	0.829	0.829	0.829						
UQCRH	UQCRFS1	P07919	P47985	Inf	Inf	STRING	0.952	0.952	0.952	0.952	0.952						
ACAD9	UQCRC1	Q9H845	P31930	Inf	Inf	STRING	0.131	0.131	0.131	0.131	0.131						
ACAD9	SDHA	Q9H845	P31040	Inf	Inf	STRING	0.315	0.315	0.315	0.315	0.315						
CYC1	UQCRC1	P08574	P31930	Inf	Inf	STRING	0.948	0.948	0.948	0.948	0.948						
CYC1	ATP5D	P08574	P30049	Inf	Inf	STRING	0.261	0.261	0.261	0.261	0.261						
CYC1	SDHA	P08574	P31040	Inf	Inf	STRING	0.368	0.368	0.368	0.368	0.368						
CYC1	NDUFA9	P08574	Q16795	Inf	Inf	STRING	0.8	0.8	0.8	0.8	0.8						
CYC1	HSPA9	P08574	P38646	Inf	Inf	STRING	0.05	0.05	0.05	0.05	0.05						
CYC1	ATP5H	P08574	O75947	Inf	Inf	STRING	0.424	0.424	0.424	0.424	0.424						
CYC1	UQCRFS1	P08574	P47985	Inf	Inf	STRING	0.973	0.973	0.973	0.973	0.973						
CYC1	UQCRH	P08574	P07919	Inf	Inf	STRING	0.989	0.989	0.989	0.989	0.989						
CYC1	ATAD3B	P08574	Q5T9A4	Inf	Inf	STRING	0.416	0.416	0.416	0.416	0.416						
COX5A	UQCRC1	P20674	P31930	Inf	Inf	STRING	0.734	0.734	0.734	0.734	0.734						
COX5A	ATP5D	P20674	P30049	Inf	Inf	STRING	0.413	0.413	0.413	0.413	0.413						
COX5A	NDUFA9	P20674	Q16795	Inf	Inf	STRING	0.635	0.635	0.635	0.635	0.635						
COX5A	UQCRFS1	P20674	P47985	Inf	Inf	STRING	0.799	0.799	0.799	0.799	0.799						
COX5A	UQCRH	P20674	P07919	Inf	Inf	STRING	0.736	0.736	0.736	0.736	0.736						
COX5A	CYC1	P20674	P08574	Inf	Inf	STRING	0.866	0.866	0.866	0.866	0.866						
YME1L1	DNAJA3	Q96TA2	Q96EY1	Inf	Inf	STRING	0.05	0.05	0.05	0.05	0.05						
YME1L1	HSPA9	Q96TA2	P38646	Inf	Inf	STRING	0.102	0.102	0.102	0.102	0.102						
CALR	HSPA9	P27797	P38646	Inf	Inf	STRING	0.053	0.053	0.053	0.053	0.053						
CALR	HSP90B1	P27797	P14625	Inf	Inf	STRING	0.941	0.941	0.941	0.941	0.941						
NDUFV1	UQCRC1	P49821	P31930	Inf	Inf	STRING	0.831	0.831	0.831	0.831	0.831						
NDUFV1	SDHA	P49821	P31040	Inf	Inf	STRING	0.553	0.553	0.553	0.553	0.553						
NDUFV1	CPT1A	P49821	P50416	Inf	Inf	STRING	0.387	0.387	0.387	0.387	0.387						
NDUFV1	NDUFA9	P49821	Q16795	Inf	Inf	STRING	0.977	0.977	0.977	0.977	0.977						
NDUFV1	UQCRFS1	P49821	P47985	Inf	Inf	STRING	0.886	0.886	0.886	0.886	0.886						
NDUFV1	UQCRH	P49821	P07919	Inf	Inf	STRING	0.827	0.827	0.827	0.827	0.827						
NDUFV1	CYC1	P49821	P08574	Inf	Inf	STRING	0.8	0.8	0.8	0.8	0.8						
NDUFV1	COX5A	P49821	P20674	Inf	Inf	STRING	0.627	0.627	0.627	0.627	0.627						
HSPA5	SDF2L1	P11021	Q9HCN8	Inf	Inf	STRING	0.269	0.269	0.269	0.269	0.269						
HSPA5	DNAJB9	P11021	Q9UBS3	Inf	Inf	STRING	0.428	0.428	0.428	0.428	0.428						
HSPA5	RMDN3	P11021	Q96TC7	Inf	Inf	STRING	0.387	0.387	0.387	0.387	0.387						
HSPA5	FAF2	P11021	Q96CS3	Inf	Inf	STRING	0.126	0.126	0.126	0.126	0.126						
HSPA5	DNAJA3	P11021	Q96EY1	Inf	Inf	STRING	0.194	0.194	0.194	0.194	0.194						
HSPA5	IQGAP1	P11021	P46940	Inf	Inf	STRING	0.387	0.387	0.387	0.387	0.387						
HSPA5	HSP90B1	P11021	P14625	Inf	Inf	STRING	0.556	0.556	0.556	0.556	0.556						
HSPA5	CALR	P11021	P27797	Inf	Inf	STRING	0.053	0.053	0.053	0.053	0.053						
PPP2R1A	ATAD3B	P30153	Q5T9A4	Inf	Inf	STRING	0.413	0.413	0.413	0.413	0.413						
PPP2R1A	CYC1	P30153	P08574	Inf	Inf	STRING	0.363	0.363	0.363	0.363	0.363						
NDUFV2	UQCRC1	P19404	P31930	Inf	Inf	STRING	0.902	0.902	0.902	0.902	0.902						
NDUFV2	SDHA	P19404	P31040	Inf	Inf	STRING	0.202	0.202	0.202	0.202	0.202						
NDUFV2	NDUFA9	P19404	Q16795	Inf	Inf	STRING	0.97	0.97	0.97	0.97	0.97						
NDUFV2	UQCRFS1	P19404	P47985	Inf	Inf	STRING	0.847	0.847	0.847	0.847	0.847						
NDUFV2	UQCRH	P19404	P07919	Inf	Inf	STRING	0.827	0.827	0.827	0.827	0.827						
NDUFV2	CYC1	P19404	P08574	Inf	Inf	STRING	0.819	0.819	0.819	0.819	0.819						
NDUFV2	COX5A	P19404	P20674	Inf	Inf	STRING	0.635	0.635	0.635	0.635	0.635						
NDUFV2	NDUFV1	P19404	P49821	Inf	Inf	STRING	0.995	0.995	0.995	0.995	0.995						
HAX1	HSPA5	O00165	P11021	Inf	Inf	STRING	0.348	0.348	0.348	0.348	0.348						
KDELR1	HSPA5	P24390	P11021	Inf	Inf	STRING	0.125	0.125	0.125	0.125	0.125						
UQCR10	UQCRC1	Q9UDW1	P31930	Inf	Inf	STRING	0.999	0.999	0.999	0.999	0.999						
UQCR10	NDUFA9	Q9UDW1	Q16795	Inf	Inf	STRING	0.96	0.96	0.96	0.96	0.96						
UQCR10	UQCRFS1	Q9UDW1	P47985	Inf	Inf	STRING	0.958	0.958	0.958	0.958	0.958						
UQCR10	UQCRH	Q9UDW1	P07919	Inf	Inf	STRING	0.947	0.947	0.947	0.947	0.947						
UQCR10	CYC1	Q9UDW1	P08574	Inf	Inf	STRING	0.993	0.993	0.993	0.993	0.993						
UQCR10	COX5A	Q9UDW1	P20674	Inf	Inf	STRING	0.796	0.796	0.796	0.796	0.796						
UQCR10	NDUFV1	Q9UDW1	P49821	Inf	Inf	STRING	0.829	0.829	0.829	0.829	0.829						
UQCR10	NDUFV2	Q9UDW1	P19404	Inf	Inf	STRING	0.847	0.847	0.847	0.847	0.847						
SEL1L	DNAJB9	Q9UBV2	Q9UBS3	Inf	Inf	STRING	0.085	0.085	0.085	0.085	0.085						
SEL1L	FAF2	Q9UBV2	Q96CS3	Inf	Inf	STRING	0.881	0.881	0.881	0.881	0.881						
SEL1L	HSP90B1	Q9UBV2	P14625	Inf	Inf	STRING	0.118	0.118	0.118	0.118	0.118						
SEL1L	HSPA5	Q9UBV2	P11021	Inf	Inf	STRING	0.524	0.524	0.524	0.524	0.524						
RTN4	UQCRC1	Q9NQC3	P31930	Inf	Inf	STRING	0.379	0.379	0.379	0.379	0.379						
RTN4	SPTLC1	Q9NQC3	O15269	Inf	Inf	STRING	0.084	0.084	0.084	0.084	0.084						
ATAD1	FAF2	Q8NBU5	Q96CS3	Inf	Inf	STRING	0.397	0.397	0.397	0.397	0.397						
